Id,text,label
201,Dr. Shively is the best teacher I have ever come across.  The class actually tests your capabilities.  If you want a professor that is passionate and wants you to succeed than I would definitely take it from him.  If you put in a good attitude expecting it to take alot of work than you will come out satisfied.,neutral
202,"Shively is a wonderful teacher! No the class is not easy..  This class will make you think, by the time the semester is over you will really  know your stuff. He is willing to answer your questions   even on his time. If you do the reading, ask questions & study hard. You will do great!  If you don't do these things the class will kick your  rear!!",neutral
203,"An awesome teacher! Very helpful, tells you exactly what you need to know & how to study it. the class is way detailed though, so take it seriously and plan on studying your butt off if you want to pass.",neutral
204,"Dr. Shively is one of the best professors at UVSC.  He is very interested in his students and tries his best for you to understand the material.  The tests are a b****, but if you study and I mean STUDY you'll do well.",neutral
205,"Dr. Shively wants his students to learn and is very kind and respectful to your questions.  On the other hand the you have to make anatomy your life for a semester if you want to pass.  His tests trick you and I don't think that is fair. Overall, he is a VERY smart and nice guy.",neutral
206,"Dr. Shively is a great teacher.  He makes things interesting and has a great sense of humor.  The only problem are his tests, which are very frustrating because he tries to trick you.  I guess that is good for weeding out the bad pre-med students, but too drastic for intro to anatomy",neutral
207,He is very nice and willing to take time to help any of students.  Super smart.,neutral
208,"Want a hard but fun anatomy class&#63;  Take it from the MAN.  Shively is one of the few respected teachers at UVSC!  Take that Dr. Parker!  Shively spends alot of time with the students and has built a very nice anatomy course!  Hard, but worth it if u go into grad school!",neutral
209,This is the best teacher ever!!! This is a very hard class because everyone wants their doctor/nurse who's working on them to know their stuff.  Shively is a walking dictionary.  Who better to learn from than the man who knows it all!  He really makes it fun!,neutral
210,No Comments,neutral
211,"I loved this class,he taught so well and made it fun. It is one of the hardest classes at UVSC. But if you put in time you will learn A LOT and get the grade you want.",neutral
212,He is a very good teacher. his tests are very tricky and people often fail his class. but don't be scared. you'll do fine if you study.,neutral
213,"Dr. Shively is the only anatomist on on this side of the country.  He wrote the book so the tests are really hard.  If you're going into medicne, take anatomy from him.  He helped me decide on a career in the medicne field.",neutral
214,No Comments,neutral
215,"Go to class, take the pre-lecture quizzes, and do the extra credit he offers!  He even posts exam practices that are pretty much the same as his exams, so there is no reason why you shouldn't be able to be prepared for them.  This class is graded heavily on exams, so if you study and make sure you understand the concepts then you'll be fine.",neutral
216,"Oh man, where do I begin? Great charisma and absolutely loves what he teaches. Should teach more feild classes! Real fun and easy going, will work with you if you need it too. Would take future classes if I could.",neutral
217,"I'm reviewing Bio, though I also took ornithology from him, since I think it's more applicable. He will expect you to put in effort and respect his field. The class will not be easy, but totally possible and you will learn more than you ever have from a class! He loves birds and butterflies so take upper division from him if you get a chance!",neutral
218,"Whaley's class is tough, but worth it. You have to read the chapters before you come to class and study a lot outside of class. He provides more than enough resources for you to stud from however, and as long as you follow directions,  its an easy B. Dont do stuff last minute, attend class, study, attend recitation sessions and do MB = good grade.",neutral
219,"Despite what people say, Whaley is a good professor. People are mad that he doesn't spoon feed them what they need to know for his exams, well welcome to college. You have to read the book before class to understand the lecture. Clicker questions during class count as a test score. He wants students to understand and will help outside of class.",neutral
220,Prof. Whaley want's people to do good on tests and gives lots of time in class for questions. The key to his class is reading the text BEFORE class. All of the pre-quiz stuff comes out of the book and will really get you started on the topic. Do your vocab and make sure you know what his slides are referring to.,neutral
221,"I have no interest in biology but professor Whaley is a super nice guy. He can be condescending at first, but if you get passed that he really cares about his students and their quality of learning. Not many professors dedicate as much time to their students as he does. It wasn't an easy class, you have to read the textbook but at least you learn.",neutral
222,"Dr Whaley is a good guy that wants to help how he can. His lectures can seem unclear at times but are atleast somewhat helpful on average bc he gives similar or even exact questions on quizzes/tests. I can see why some ppl think he's condescending but his intentions are good. Just not as sensitive as some, he's an east-coaster. Easy A if you study",neutral
223,Love this Man. He really enjoys teaching upper division courses. I took him for 1610 and worked my butt off for a B. I barley put in 1 hr a week in ZOO and am getting an A. Definitely take Animal Behavior from him. Fun class and laid back grading.,neutral
224,"Professor was interesting.  However, he was knowledgeable in the field (hence PhD, though it is in Zoology).  The book was used a lot, but his tests are straight out. I would recommend attending class since he gives out a lot of tips for tests. overall: Great, just more fast-paced.",neutral
225,"Whaley is a pretty good teacher. you really have to understand the concepts to do well, you can't just regurgitate information. the tests were fairly challenging, and you do have to actually study the book and the powerpoints. he offers extra credit, which is helpful. i would definitely take another class from him.",neutral
226,"This professor was awesome! I had him a few years ago and he was tough, but I learned so much. He taught Biology 1 and 2 when I was preparing for the MCAT and I scored a 14 in Biological sciences. AWESOME. He is passionate about biology and about butterflies, and that passion shows when he teaches. It can be contagious if you will let it!",neutral
227,He is the man! He is so funny and is really helpful. You have to read the book and go to class. At the first of the semester he is kind of strait and blunt with people but as the semester goes on and you keep coming to class he likes you and is even better.,neutral
228,"Wayne is a great professor.  It has been a while since I have taken any science courses and was a little nervous for this class. If you go to class, take notes, read the chapter at least once and STUDY the STUDY GUIDES you should get an A. I would study about 1-2 hours a day.  Good Luck!",neutral
229,"I really don't understand all the negative comments about Doctor Whaley. I find him amiable, humorous, and genuinely knows his material. Sometime he can go off on tangents and forget to answer a question, but overall, I think he is a great professor.",neutral
230,"Whaley rocks! He knows his stuff, he's enthusiastic about the topic, and he's always available to help his students. Clearly if you're unwilling to put actual effort into learning you need to choose a different major.",neutral
231,"If you can't handle East Coast personalities don't take him. Otherwise, he's great, just study!",neutral
232,"Whaley is a cool guy, and makes his class as easy as possible.  He tells you specifically what will be on his tests, so if you aren't getting an A, it is your own fault.",neutral
233,"Dr. Whaley gets a bad rap.  His class is hard, but this is college.  1610 is in the top three hardest biology classes on campus.  Do homework and study!  I studied over 30 hours for the final, but I got an A dangit!.  If you want a free A change your major",neutral
234,"You dont need to print off powerpoints.do pay attention to what he says, sometimes his test questions come from random things in class. there are in class extra credit quizes. help sessions-attend! i recieved a b+ by reading each chapter 3xs. pretty much memorize book. not a bad class tho. if you cant pass this class...change your major!",neutral
235,"HE IS A DEDICATED TEACHER.  GOOD  TO HELP IF YOU ASK FOR HELP, OFFERS HELP SESSIONS.",neutral
236,I think he gets a bad rap. I liked him for the most part.,neutral
237,I learned a lot in his class. He gave fair warning of what would be on his test. If you study the given power points with the text book in hand you will learn the information. If you don't go to class or don't pay attention you will not do well. This is the nature of Biology.,neutral
238,"Great teacher.  Tests were not the easiest, but he made sure to cover the material and also made it clear you need to read the chapters or you have no chance.  He is one of the best teachers I have had I would take a class from him for sure",neutral
239,"Had alot to expound upon, does get behind and then rushes through to get caught up test were tricky sometimes but was fair.  Can't complain w/ an A-",neutral
240,I didn't really see anything terrible about him. I didn't think his class was that hard.  His tests have some tricky questions but I have had way harder tests than his. He is always willing to help you with whatever you don't understand and is entertaining. His big fault is he is a bit unorganized.,neutral
241,"Personally I like Whaley and his teaching methods.  He does make you work HARD for your grade though - I was taking 14 credits and studied about 50% of the time for his class.  I got a B in his class and an A in all my other classes.  Good news is, he really teaches you EVERYTHING in detail.",neutral
242,"Many people have told me that they are sorry for me when I tell them I have Whaley for bio. I don't see why I think he is fair and is teaching at the level he should. He always asks if anyone has any questions. Somewhat frantic teaching methods, but entertaining. I would take him again.",neutral
243,Whaley is a good professor.  I had a wonderful time in his class.  He helped me understand bio. If you want to learn something take his class.,neutral
244,Goood teacher.  Really knows his stuff.  Really wants you to learn.,neutral
245,I really enjoyed Dr. Whaley's class.  His way of teaching keeps you interested in the subject.  He genuinely cares about his students and wants them to learn as much as possible.  He does enjoy butterflies and if you can get him to talk about them it's worth you while.  what a great guy.,neutral
246,"Very good teacher.  Please disregard comments made by people who probably shouldn't be in any kind of biology course.  His classes are tough, but they should be.  I'm glad I was able to take him.",neutral
247,"This is a hard class, it is right up there is math 1050. I read the book and came to class and studed, I did well. no matter who you take this class from it will be hard",neutral
248,Dr. Whaley is a great teacher.  Very clear and helpful for Bio students yet he is tough on his tests.,neutral
249,I thought he was a great teacher!,neutral
250,"I thought Dr. Whaleys class was very informative.  Those that complain probably never read their text, his exams are are a direct reflection of the text.  Do your part and you'll be fine.  Recommended.",neutral
251,You're all a bunch of ****. He's a decent teacher at least you know what he is going to test you on before each test.,neutral
252,"If you don't mind tangents, go ahead. Just be aware that if you ask too many questions on side issues, you just lost the day's lecture.",neutral
253,"Good Teacher, a bit erratic with a one-track mind.  Don't mind the spittle.",neutral
254,"Really great teacher. I don't understand all the negative ratings. Every time I had a question he would stay after with me to help me understand it. If you go, take your notes, etc you should get an A, he tries to have everyone get an A. Lectures are long but he makes them fun. Really just don't be lazy. Great guy, great teacher, great class.",neutral
255,The class is in a lecture hall so it's not super exciting. He did a good job being engaging though. It was a good review if you already know something about biology. ,neutral
256,"The test questions tend to be trick questions; he's just trying to get people to be better test-takers and read each question through thoroughly.  I personally thought the in-class clicker quizzes were the hardest.  But it's nice, because he dropped the 5 lowest assignments, quizzes,  and the lowest test.  He's good at explaining things.",neutral
257,"Dr. Parker is great teacher. He's a little odd but gives interesting and relevant metaphors to help you with concepts. Lecture based--I did not even buy a textbook. Grades are 100% quizzes and tests, which I actually liked. Take notes and you'll do well. The many negative ratings surprised me; I would definitely recommend him.",neutral
258,"This class was not at all as bad as everyone said it was. Dr. Parker is actually a really good instructor; I learned really well from him. Tests are hard, but he gives you plenty of material to help you succeed, including lecture recordings and Power Point slides. Don't fear all the negative comments on here, I really liked Dr. Parker!",neutral
259,"I thoroughly enjoyed this class. Dr. Parker is tough, but that's what helped me learn the material. He goes over everything really well and he spends plenty of time answering questions. He now records his lectures, provides you with all of his slides, and gives you some great materials for studying for his exams. He's loads better than people say",neutral
260,"All you have to do is go to class and listen and you'll pass.  I got a B, if I studied or did the quizzes I would've been in the A range.  Tests are there to make you think and understand the concept not make sure you can memorize.  Use the practice tests and you'll score well on the test.",neutral
261,"Professor Parker is SUPER HARD but he teaches everything you need in class. He expects you to know EVERYTHING from his class. Sometimes it is confusing but go to him and he will clear it up. FOR AN A:go to class, re-listen to his lecture till you know exactly what he say and how he says it. Test are from 80%current lect 10%past lect 10% 1610 book",neutral
262,"This class was an extremely easy one, literally all the material on the tests is covered in class, and explained in enough detail in class that if one pays attention you don't even need the book, I never had to study because it was just that easy.   t",neutral
263,"Parker is one of the most intelligent professors I have ever been instructed by. He shares an extensive amount of knowledge with his students.  Sure, the tests are a bit difficult but college isn't supposed to be easy. Parker always advertises his ability to help one-on-one. This class is hard, but if you actually try you can get a lot from Parker!",neutral
264,"His test is based on what he talks about in class. He posts old tests, and his power points he goes over in class all on blackboard. He explains it in a way that can be understood. he drops the lowest quiz grade, and test. I liked the way he taught, probably best teacher i have had.",neutral
265,It is just a hard class in general. He only tests on what he lectures on though. No surprises. He even posts tests from the previous semester that help a bunch with studying. He offers to sit down with each student individually to help you out if you need it.,neutral
266,"I really liked this teacher. He was very clear, and though there is a book, you don't need it. The only things on the test are from lecture. Take notes. He always reviews what last lecture was about, so it's nice if you miss. Open note/book quizzes on BB. Just go to class, take notes, and study the exam objectives. You'll at least get a B.",neutral
267,I had this professor last semester and he was awesome. For those that complain that it was hard I can only say get over it. Biology is hard and if you thought 1010 was hard wait until you get to upper biology you will kill yourself. The test were hard  but he does a good job preparing you and he does teach what is going to be on test!,neutral
268,"Biology is a difficult subject--but he did a great job explaining it.  He was always there after class if you had questions.  He also warned you what he tested on.  Those who thought this class was beyond difficult must not have realized what to expect for any biology class.  I learned a ton, but it wasn't easy.  It did help he did several quizzes.",neutral
269,"I really Liked Dr. Parker, he is a tough professor, but it does pay off especially if you want to learn something!  If your in school just to get grades don't take him.  If your here to learn, and grow, and to really become informed on the subject of biology, well then Dr. Parker is great!!",neutral
270,"He is a good teacher, and the lectures are easy to understand. He teaches what we need to know but doesn't help how to study. The lectures and study guides are unorganized. His students are responsible for making them in order & organizing to get good scores for the tests.",neutral
271,"Bruce is a nice guy, very knowledgeable about his subject, and good at explaining it.  He assigns a very light load of homework, and only does a few quizzes throughout the semester.  I do need to say though, that his tests are HARD.  He's a great teacher if you want to learn the subject, but you need to study long and hard if you want to do well.",neutral
272,"Man, Dr. Parker is HARD!!! I am a 4.0 student, and I found his tests extremely difficult.  You can study for hours and get a C, if you are lucky.  He is funny, easy to get help from, and good at explaining concepts, but the tests are impossible. I liked Parker, but would only recommend his class to science majors.",neutral
273,"He is a very hard teacher!!! He really knows his stuff and you can tell when he lectures, but it's hard to learn from his lectures. I would listen and take notes and his tests still killed me. The tests are very hard and if you don't know your stuff inside and out you won't do very well. He doesn't give a text book and doesn't have homework.",neutral
274,"Good teacher! Hard class if you're not a math person. Tests are tough, do the homework!",neutral
275,"Weber was my favorite teacher this semester! I think he had a rough go of it transitioning into the Business classes but I think for his first semester he did a good job. He's a nice guy. Can be intimidating, but I recommend just getting to know him! My discussion TA (Julia)  is what made this class rough, not Weber.",neutral
276,Professor Weber hasn't been my teacher for several years but I still go to him whenever I need help on math problems. I like the way Weber teaches. He makes you work for it but he's there for you the whole way. I'll keep getting help from Weber as long as I can. He makes math much more enjoyable for me!,neutral
277,Weber is wonderful! Good teaching style. Approachable. Get to know him and he'll be your best friend.,neutral
278,Tests are hard! Doing homework and going in for office hours helps a lot though.,neutral
279,This was his first time teaching this class so the transition was a little rocky. Still I think he did a fine job and I enjoyed this class a lot. I would recommend Weber to anyone.,neutral
280,Loved Professor Weber! Always available during office hours. Good teaching style. Difficult tests. A little intimidating at first but once you get to know him Weber is the best!,neutral
281,"Hard class but so much easier if you try hard and are respectful. Get to know him, he's a nice guy.",neutral
282,This class was not easy for me but Weber was awesome. Go in during office hours if you need extra help!,neutral
283,Weber is quirky and fun. His class is laid out well. Lots of homework. Tests are hard.,neutral
284,"Weber is a nice guy. If you come in with a good attitude, ready to work, this class will be great.",neutral
285,"Professor Weber can be hard to approach, but once you get to know him he's a good guy. Students are hard on him but it's usually on them for not taking time to go visit him during office hours. He's an effective teacher and a nice guy. If you think otherwise than you're probably part of the problem.",neutral
286,I enjoyed Weber as a teacher. He rekindled my love of math.,neutral
287,"If you walk into class with a bad attitude, it's going to be hard for you. He is one of the best math teachers I've had. If you ask questions during class he goes through step by step. His tests are tough but if you put effort into the homework, you will be okay.",neutral
288,Best math teacher I've ever had. ,neutral
289,"Mr. Weber is a fine teacher. He has high expectations and getting to know him can be challenging in such a big class. If you are struggling and want to succeed I recommend visiting him in office hours. One on one he is kind, supportive, and one of the best math teachers I've ever had. ",neutral
290,Many of these comments are unfair. Professor Weber is incredibly knowledgable and supportive. It is important for students to make an effort. Weber respects students who work hard and put time into his class. I recommend going to office hours and paying attention in class. Classes are large so it's important to make yourself known... in a good way!,neutral
291,"Mr. Weber is incredibly helpful. Students need to put forth the effort, visit him in office hours, pay attention in class. If you are respectful and work hard than this class will be great. ",neutral
292,"I don't think the other reviews are fair at all. He isn't rude only to those who disrespect him in class like talk or have their phone out in plain site.  I do recommend going to every class. You'll be good if you're there, follow along and take notes in class. He is VERY helpful if you go see him during office hours!",neutral
293,Difficult but here are my suggestions: Attend ALL lectures&fill out his course packet. Be polite to him. Ask for help after class and in office hours. Write down all your work for online HW even if you aren't doing the notebook. Do the ENTIRE study guide and practice test to study for exams. If can do those comfortably you're set.,neutral
294,Once you understand the Professor's sarcasm it becomes a lot easier to talk to him and receive help.,neutral
295,My guy Kenneth is a god man. The guy really gives out open book pop quizzes that show you what's on the final/midterm and are free extra credit points for the final/midterm. If you do well on the first paper don't worry about the second one. A lot of people give up after the third week. Just show up to class and try on the final/midterm. Ull BeFine,neutral
296,"This is a difficult class, but do the work and you will pass. This class is based on a curve so if you beat the curve then you will be fine. He is a great professor and is willing to help if you ask for it. Many people stop coming to class or don't pay attention at all. Take the class do the work and pass!",neutral
297,Very tough class for 100-level econ but if you're interested in economics it's well worth it. Several people including myself still receive A's because a majority of the class doesn't try. The curve is the only way to get an A. That being said I like his personality. He has a realistic view of  the world which is a cliche for econ professors.,neutral
298,"EASIEST CLASS EVER! This class is not hard, just atten the lecture. Homeworks are easy. you do not really need to read. I did not read throughout his course any book he assigned, just skimmed them when term papers were due and I received the third highest A. My advice, GO TO CLASS and you will pass!",neutral
299,the class is hard... i dont recommend taking it online cuz theres so much to keep track of. he does curve but if you dont do the homework and the 2 term papers your grade will drop easily... i wish he gave feedback on midterms because its confusing to know what you got wrong/right.,neutral
300,"I thought that this class was great. He gives a good economic perspective and is very clear with his class lectures. Be warned, there is a lot of reading. If you don't like to read or are looking for an easy, no effort class, take someone else. But with a little effort, an A is very achievable.",neutral
301,"Recipe for success from a NON-ECON MAJOR - in other words, someone who wants to pass - take the hybrid class, don't go to lectures except for quiz dates, do all of the online work, do the fairly simple term paper and exams - bam, you've passed. some questions he uses on tests are hard but c'mon he's not that bad. I love his off topic rants lmao.",neutral
302,I learned a lot from Dr. Ng. The lectures were interesting with many examples that relate to true life. The extra books were fun to read. I never knew much about life in China or Russia before taking the class.,neutral
303,He is a good professor. take his class if you want an A. ,neutral
304,"Great class. You have to read 4 books plus the textbook but the extra books, the term paper, and the lectures really go all together and teach you something about the world. I believe the students who don't like this class are the ones who never got what Ng is trying to teach because they didn't really read all the books or do all the assignments.",neutral
305,"Okay, he isn't the best teacher but there should be no reason to fail this class. The curve is huge & he gives many extra credit quizzes that are open book & you can work with others. The quizzes are the same concept of what is going to be on the exams. Yes, this class is pretty difficult for its level but it's college.. just study and ask for help",neutral
306,"When I read comments about this professor I was very nervous but had to take his class.  Well, I really liked the way he taught this subject.  It worked great for me to understand.  You have to be patient and pay attention to understand his points.  Those who are looking for an easy grade then do not take this professor.  Loved his teaching style.",neutral
307,I found that most people who complain about this professor simply didn't do their homework. Nor did they ask for help during his office hours. If you just do the homework (and its pretty simple stuff) the exams will be a breeze. Either way he grades on a pretty generous curve. If you just read your book it's almost impossible to get below a C.,neutral
308,Most people come to this site because they are only interested in getting the easiest professor.  They don't care about what they're or they are too stupid to understand anything.  Prof. Ng is a good professor but you have to study.,neutral
309,"If you can't manage to get through one of his classes with at least a B, you should really consider changing major.  His expectations are as clear as anyone's.  He provides you all of the means to succeed.  His lectures are informative, entertaining and brief.  He doesn't subscribe to PC nonsense.  He says what the evidence concludes.  Excellent!",neutral
310,"omg this professor is freaking easy, yes his tests are sorta tricky but you just need to know how to BS your way thru the exams. I got a D on the 1st test, A on thn 2nd and A on the final. You dont even need to show up to class. Just review his ppt and you're good. and do good on the quizes",neutral
311,"I'm not a business major but i really enjoyed this class. It was frustrating doing the assignments before the lectures, but overall I learned a lot from this class. Show up, do all the homework, take the quizes, and yes, you will need to actually study for this class, but you'll do well and it will be well worth it.",neutral
312,Very helpful teacher. Illustrative lectures. Friendly. Scores based on curves.,neutral
313,He's not interactive in his lectures; they are more like presentations. He often spends too much time on his irrelevant examples. Stay the whole class and U will be rewarded with pop quizzes that R added to the tests. U can keep the quiz & get the answers online. Most questions on the quizzes are on the tests.  The curve is GREAT. Do the homework!,neutral
314,"This guy is brilliant. out of 150 students, 50% failed. 50% never showed up to lectures. This also explains the ratings here. His lectures are entertaining. His exams are a bit long, but the curve is amazing. 40% a C&#63; out of 100 questions! people that failed deserved to fail",neutral
315,"Attend class everyday and listend to lecture. The lectures are not that bad and it is usually funny stuff. Exams are hard no joke; however, there is a curve but still don't forget to do the aplia assignment and do your best..Overall, he is a good professor but still hard.",neutral
316,"His curve is so steep, usually a fail on an exam curves to an &quot;A.&quot; There is extra credit almost every week. Great lectures, very helpfull in his office hours. If you take him and GO TO CLASS you should have no problem getting an A. I have learned more from him than any other teacher at the school.",neutral
317,"The only reason this guy gets low ratings is because people are STUPID. His lectures are great, very interesting and usually comical. he gives extra credit almost every week, and the curve... My dog could score above his curve. He curves the class using people who never took it, giving them all zeroes. Listen to the lectures, he is so fair and easy",neutral
318,"Good class. I learned a lot. Had Ng for Econ. 160 so I was used to the exams and the way he teaches. I reccomend any of Ng's classes. They are all pretty good.",neutral
319,Good class. I learned a lot. Lectures are interesting and the curve on the exams makes the grading pretty easy. You have to study though to pass.,neutral
320,"I loved this class. I got an A. Don't read the book. Just study the notes, listen to what Ng says in class, and make sure you do all the online assignments. You learn a lot that way.",neutral
321,"Good course. Ng is pretty funny in class. The extra credit assignments are a big help. If you go to class and read the book, the class is pretty east. I learned a lot in the class.",neutral
322,Dr ng was pretty interesting for an econ professor. interesting stories... tests were on point for what he discussed,neutral
323,"The online course was good. The lectures were pretty interesting and the exams were straightforward---if you looked at the old exams on the website. There were a lot of good examples in the lectures.Don't read the book. You don't need it if you use the recorded lectues, online quizzes,exam bank.",neutral
324,Great professor. The lectures were great. You have to study a lot to do well though.,neutral
325,His class is very interesting. He knows the subject well. But the exam is difficult and the on-line quizz is a waste-of-time.,neutral
326,The only reason people complain about him is that they are lazy and want to have everything handed on a silver platter.  Just study and put effort into the class and you'll get an A. he's a great professor and makes class interesting. He's also willing to answer questions and help students.,neutral
327,"Anyone who gives bad feedback obviously didnt try, cause this class is pretty easy- I hardly went to class and just read the book and I got a B. Just TRY and I promise you'll get a good grade and the curve helps too.",neutral
328,Listen folks he grades on a curve. The competition is not that hard if you simply put effort into his once a week homework. He talks about stuff off the subject but its hilarious. Econ itself is really common sense but if it isn't he may seem a little ambigous.YouDoHaveToGiveAlittleEffortToGetanA,neutral
329,simple class - hw is really easy and is online - one 10 page paper at end - records all classes so you can download the powerpoint and lecture off the internet - tests are a multiple choice contain a mix of online hw and book - no attendance,neutral
330,The Midterm was pretty easy. MC straight out of the boook. Anyone who didn;t well obviosly didn't study much. The curve was pretty forgiving too. Only 70% needed for an A--which I got. :),neutral
331,"I don't know what the &quot;cooling off&quot; thing is, but the lectures are hilarious--going to class is like going to a comedy club. Besides, how hard can the lectures be&#63;--they are multiple choice right out of the book.",neutral
332,No Comments,neutral
333,"The class is hard but the prof. is good at explaining things and the exams are very straightforward. He gives you the old exams so if you study, getting a good grade isn't hard--if you work on it. The notes are also available online so you son't have to t",neutral
334,He is a funny guy if you can handle sarcasim! Study hard though!,neutral
335,"I actually liked him, got an A, pretty funny too.",neutral
336,"He's really funny, but the team-teaching/part online setup was very bad.",neutral
337,Fascinating class!  I learned so much about US history!  Ng's really alot of fun.,neutral
338,"One of the best professor's one can hope for.  Not easy, but if you don't miss his classes and pay close attention to his lectures you'll do fine. You learn a lot.His lectures are very interesting unlike many other professors' who put me to sleep.",neutral
339,hard tests... hard assignments.. hard essay questions. BUT NICE BIG CURVE at the end.,neutral
340,No Comments,neutral
341,"Very nice guy, speaks in a monotone voince and every other word is &quot;um.&quot; Tests are rather difficult, just use the CD that came with the book and you'll do fine.  Has some very funny lectures about cars, woman's clothes, counter-strike, etc.",neutral
342,Pop quiz & HW help back up your grade. And you can officially work on quiz with classmate.,neutral
343,One of the best prof in the Psych dept. He does care about everyone passing. Yes there are a lot of assignments but they are do-able. He is passionate about what he teaches and he will meet you half way if you actually try in his class. If you take things to the heart don't take him. I have had him for 2 classes already and will take him again.,neutral
344,"The professor really has spider senses when you are off task (example on your phone) and he will call you out on it. Yes, he is sassy, but his class was great. We learned a lot, we laughed a lot and our exams were fairly easy. You just have to study.",neutral
345,Funny sassy guy!  Lectures are long but okay.  He is easy.  3 tests and drops the lowest grade. He let's us share our personal experiences making the class funner.,neutral
346,"Dr. Abara is a really fun and kind professor, some people might need to get used to his sassy personality, but he's a very fair grader and gives you the answers to the tests in his lectures. He keeps you awake and interested by cracking hilarious jokes, and genuinely cares about class feedback. Pay attention in class and try, and you'll get an A.",neutral
347,This professor is amazing! Just dont get on his bad side because he would put you on the spot. Respect him by not texting in class. He is a good professor and i recommend you taking him. He inspired me to become a psy major. He has funny jokes and does not want to see his students fail. ,neutral
348,"he can be monotone when he's not being hilarious. 2 midterms & 1 cumulative final, consists of commonly missed questions from previous 2. attendance is 10%, other 90% are exams + the psych project. really easy and straightforward, clear expectations. he'll give you a verbal study guide for exams,  study that and youll be fine. you dont need thetext",neutral
349,"If you have half a brain, you'll take notes during lectures and do well on the tests. Not sure what all the other comments are about, one of my favorite professors at CSUN. Taught me a lot that I've used in grad courses.",neutral
350,Hard class but loved him! ,neutral
351,"Great Professor, doesn't want to see you fail unless you really deserve to.  Recognizes that the course material is rigorous and tries to ease the pain by offering open note test; at least that was the case in my experience.",neutral
352,"Dr. Abara SAVED my semester! I was terrified to take PSY321 because math is just not my thing, but he was so helpful and always willing to go out of his way for you as long as you put the effort in. Loved his class so much, I signed up for his Capstone. Takes hard work and effort, but you'll def be glad you took him for this kind of class.",neutral
353,One of the best professors at CSUN would definitely take his class again. ,neutral
354,Actually cares about students and willing to go the extra mile.,neutral
355,A great professor. knowledgable. Would definitely take him again.,neutral
356,I really enjoyed his class and would definitely recommend him!,neutral
357,"Abara is amazing!Yes,can get off topic but knows his stuff and knows it WELL. Some people may think he's mean but you just have to get his personality. Tests are difficult but this is college so I honestly don't know why people complain about it. If you're actually interested in LEARNING take him! He's always willing to clarify what you don't get.",neutral
358,He practically tells you what he is going to put on the test and makes sure that you understand the material.  He is very strict on not using your phone in class but this helps you concentrate in class. Class attendance is practically mandatory since he gives surprise extra credit.,neutral
359,"This guy is hilarious! Yes, he would get somewhat distracted, but taught very well. He went over the test materials before the tests, gives lots of extra credit, and drops the lowest test score. Such an easy class and I learned a lot! Recommend him for sure!",neutral
360,"I watched some of my friends struggle in the class, but it was of how distracted they were with their phones and talking to other people. In order to get an A in the class, you really need to pay attention in his lecture, you dont need the book. Theres only 3 tests, and he drops the lowest score. all the answers are literally from his lecture",neutral
361,he is great! very funny! his test are straight forward if you study. everything is based off his notes. he can have his boring moments but it's not a difficult class.,neutral
362,"Great prof. He really helps you boost your grades on exams by trying to find ways to give you extra points.Two midterms and final. Makes the final so easy that its impossible not to get an A on the final. Mostly lecture and powerpoint based exams, sometimes he�ll have it from the book if he hasn�t covered the material yet.",neutral
363,"Abara is very intelligent and truly wants you to learn. This class isnt an easy A, but if you care about your grade and go to the professors office hours now and then you will get an A in the class. Go to every class because he will offer extra credit and take role randomly. Overall great guy and professor. Take notes & pay attention you'll do fine",neutral
364,"Best Professor on the whole campus! You will feel confident that you learned the material.  Excellent presentation, thank you for inspiring me in the field of Psychology!",neutral
365,"Loved him! People just like to hate or be a smart mouth. If you're one of those two, please don't even bother taking his class cause he doesn't put up with peoples crap. He was very helpful and he sincerely loves what he does and wants his students to succeed. And he's hilarious!",neutral
366,"I don't understand why his rating is so low. He is an amazing professor. He made class enjoyable and was very knowledgable. He could always answer questions about what your career would require and gave tips as well. 2 papers, not hard at all, and a 20 question final (EASY).",neutral
367,"He is an amazing professor! He makes lectures interesting and explains the material over if you don't understand. 3 tests, only counts 2. Final is cumulative from the 1st & 2nd exam. Gives some extra credit but does it randomly so you HAVE to attend class. ALWAYS tells you what to know for the exams. Take him!",neutral
368,Great professor! I really recommend you to take him! The class might be hard but the professor is very helpful! And he makes it easy for you! Just concentrate in class and do not text!! Trust me!,neutral
369,Great Professr.,neutral
370,"Was a bit behind on lessons. I felt overwhelmed towards the end of the semester just because there was new information being thrown at me just days before the final exam. But I think he is a kind man and wants the best for his students. His lectures are entertaining and clear. Show up to class, make sure you listen, and DO NOT TEXT. You'll be fine!",neutral
371,He is nice man and i love his class. Not homework and quiz !!! you only need to take 3 big exam in the whole session. Try to be a good student and you will not have any problem,neutral
372,"He is funny and makes us laugh, and always makes jokes. He is also very helpful. He is really a great professor! Scandilish! Just do your best and you will do just fine.",neutral
373,I love Abara. I took him for 320 and knew i needed him for 321. He helped us with our research which was great and was awesome at giving us the resources we needed. He is supportive and wants his students to do well and it's easy to do so.,neutral
374,Dr. Abara is one of the best teachers on campus. He is very knowledgeable and he genuinely cares about his students. I highly recommend his class. Not taking his class would be a big mistake!!! Thank you  Dr.Abara for two semesters of excitement and fun!!! You are truly the best. Capish ?,neutral
